nom,email,telephone,adresse,ville_zone,site,maps,note,nb_avis,statut,email_source,place_id,lat,lng,statut_crm,date_ajout
Ker Ya Services,,06 07 21 45 68,"38 All. des Mésanges, 22300 Lannion",Lannion,http://keryaservices.fr/,https://maps.google.com/?cid=15690578789607156752&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJ24-Vhg4pEkgRECzQ4kYiwNk,48.7162156,-3.4130043999999997,a_contacter,2026-08-12
Office des Gites,,06 87 79 43 36,"1 Rue du Général Leclerc, 22500 Paimpol",Paimpol,http://location-gites-paimpol.com/,https://maps.google.com/?cid=7009532048850755665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJXzqdp4gbEkgRUSB3pULcRmE,48.778746399999996,-3.0446054,a_contacter,2026-08-12
La clé des champs - conciergerie 35,,07 83 75 37 22,"14 Rue Roger-Henri Guerrand, 35000 Rennes",Rennes,https://conciergerielacledeschamps.fr/,https://maps.google.com/?cid=7086926535872144155&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJ8xDmjanhDkgRG-Py3yLSWWI,48.1015344,-1.6991131,a_contacter,2026-08-12
Pénatéa - Conciergerie Immobilière,,02 52 08 01 33,"105 Bd Maréchal de Lattre de Tassigny, 35000 Rennes",Rennes,,https://maps.google.com/?cid=13989243567889678453&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.3,26,OPERATIONAL,,ChIJa2KJGNrfDkgRdYB7JOjGI8I,48.11925050000001,-1.6852182,a_contacter,2026-08-12
LOCATEA conciergerie,,06 27 15 60 83,"32 Rue du Maréchal Foch, 56100 Lorient",Lorient,,https://maps.google.com/?cid=2370124909662991998&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,23,OPERATIONAL,,ChIJp_AHb7JDEEgRfnbEQQxg5CA,47.7502624,-3.3598214000000004,a_contacter,2026-08-12
Conciergerie Ty Pand'Maen,,06 34 19 56 81,"19 Rue du Gohler, 56400 Auray",Carnac,,https://maps.google.com/?cid=9648671973439127715&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,16,OPERATIONAL,,ChIJzcWp8nSaRI0Ro0Ab-wn45oU,47.6646694,-2.9883328,a_contacter,2026-08-12
Conciergerie Les Clés Bretonnes - Vannes,,06 35 42 72 20,"9 Av. Victor Hugo, 56000 Vannes",Vannes,,https://maps.google.com/?cid=6115709023413950108&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,15,OPERATIONAL,,ChIJX2rhbvgfEEgRnFY9UvRc31Q,47.6596604,-2.7583634999999997,a_contacter,2026-08-12
La conciergerie des sables,,06 71 38 39 55,"Chem. de Kersaby, 29900 Concarneau",Concarneau,,https://maps.google.com/?cid=2552535990325792173&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,13,OPERATIONAL,,ChIJoR-QKYXbEEgRrc3Ek_VtbCM,47.9016665,-3.9424749,a_contacter,2026-08-12
GVF Access Conciergerie,,07 81 77 52 35,"6 All. Adèle de Bretagne, 35000 Rennes",Rennes,,https://maps.google.com/?cid=3383189329137860390&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,13,OPERATIONAL,,ChIJVWfwwdLfDkgRJn8nG8WA8y4,48.1047211,-1.6516996,a_contacter,2026-08-12
L'Escapade Conciergerie,,06 10 87 29 29,"22 Rue Saint-Hélier, 35000 Rennes",Rennes,,https://maps.google.com/?cid=8873044553233290570&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,12,OPERATIONAL,,ChIJUUeFdUbfDkgRSlWvfwJjI3s,48.1073102,-1.672129,a_contacter,2026-08-12
Conciergerie Saint-Malo | Azur Resort,,02 21 61 00 30,"12 Bd Villebois Mareuil, 35400 Saint-Malo",Saint-Malo,,https://maps.google.com/?cid=9182458857710058882&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.8,10,OPERATIONAL,,ChIJuyBB0bSBDkgRgn1yKq6lbn8,48.650819299999995,-2.0068109,a_contacter,2026-08-12
KORNOG Conciergerie,,06 42 16 96 80,"7 All. des Marais de Prat ar Loch, 29750 Loctudy",Bénodet,,https://maps.google.com/?cid=11677061752684706664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,8,OPERATIONAL,,ChIJiXE2Mq0zF0gRaHsS3ctBDaI,47.815380399999995,-4.194316,a_contacter,2026-08-12
L'Hermine Blanche Conciergerie,,07 68 30 77 83,"60 Av. du Bois d'Isis, 29100 Douarnenez",Douarnenez,,https://maps.google.com/?cid=13777287228755994815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,6,OPERATIONAL,,ChIJRcljFrF-ZiURv-iGRr3BMr8,48.104852,-4.358428,a_contacter,2026-08-12
West House Conciergerie,,06 16 11 14 11,"28 Rue ville Pépin, 35400 Saint-Malo",Saint-Malo,,https://maps.google.com/?cid=12944628842607850686&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,6,OPERATIONAL,,ChIJ36WIkYGBDkgRvrTqSFmPpLM,48.6365225,-2.0152318,a_contacter,2026-08-12
M&S conciergerie,,06 29 75 31 95,"Rue Jacques II, 35400 Saint-Malo",Saint-Malo,,https://maps.google.com/?cid=9782419273352903169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,,ChIJT0545YGBDkgRAXoi6H8iwoc,48.6372084,-2.0049134,a_contacter,2026-08-12
Conciergerie Les Estudiales,,02 99 30 51 21,"24 Bd Solférino, 35000 Rennes",Rennes,,https://maps.google.com/?cid=17160243619540911846&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,2,OPERATIONAL,,ChIJrbsfE7TfDkgR5kbmMaduJe4,48.1042602,-1.669216,a_contacter,2026-08-12
La Parenthèse - Séjours et Conciergerie,,06 49 57 36 57,"22 Rue de la Visitation, 35000 Rennes",Rennes,,https://maps.google.com/?cid=10257760085822308603&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,,ChIJrwIRzvffDkgR-4CeOnPiWo4,48.1140265,-1.6786253,a_contacter,2026-08-12
Conciergerie de la baie 22,,06 32 17 40 82,"1 Rue du Vau Hello, 22360 Langueux",Saint-Brieuc,,https://maps.google.com/?cid=9001540302980985166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,,ChIJbY3tQB2wugsRTjGLnjbl63w,48.504321999999995,-2.7268388999999997,a_contacter,2026-08-12
Conciergerie Dinard & Intendance | Azur Resort,,02 21 61 00 30,"2 Bd Féart, 35800 Dinard",Saint-Malo,,https://maps.google.com/?cid=5587978217167619804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,2,OPERATIONAL,,ChIJGQckMWRhDkgR3IblBpV8jE0,48.6342837,-2.0550134,a_contacter,2026-08-12
Conciergerie / Holidu - Morbihan,,06 20 88 06 14,"4 All. du Parc de Kerizel, 56000 Vannes",Vannes,,https://maps.google.com/?cid=8879992770022316883&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,,ChIJccz_DIUfEEgRU5s3SWASPHs,47.6644059,-2.7717028999999997,a_contacter,2026-08-12
Ty' conciergerie 56,,07 87 00 99 72,"3 Rue Mané Bihan, 56330 Pluvigner",Auray,,https://maps.google.com/?cid=8505687213441651942&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,,ChIJdUawvNyQyC4R5pTFn3RFCnY,47.7673658,-3.0103877999999997,a_contacter,2026-08-12
Ô'clean - Conciergerie & Nettoyage de bateaux,,07 61 42 53 98,"6 Rue du Père Éternel, 56400 Auray",Auray,,https://maps.google.com/?cid=15216275255999139359&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,,ChIJgQwYdh0VEEgRHw5l3rkRK9M,47.6656561,-2.982437,a_contacter,2026-08-12
eugénie conciergerie,,06 13 23 34 46,"1 Rue de Tronan, 22220 Trédarzec",Perros-Guirec,,https://maps.google.com/?cid=3334067134671356570&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,,ChIJ1SoY41oiEkgRmgJk82T8RC4,48.786996599999995,-3.2074344999999997,a_contacter,2026-08-12
la conciergerie de la cote,,06 20 66 30 63,"Rue du Dourlin, 22560 Pleumeur-Bodou",Perros-Guirec,,https://maps.google.com/?cid=837185853103529070&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,,ChIJ5ymi9CHTE0gRbtw3CRlIngs,48.801355,-3.5796009,a_contacter,2026-08-12
Conciergerie Cancale et La Fresnais | Sweet home Saint-Malo,,06 20 76 63 24,"3 Imp. du Grand Pré Henri, 35111 La Fresnais",Saint-Malo,,https://maps.google.com/?cid=6983133464270901272&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,,ChIJp5Bt-XGbDkgRGJACNeMS6WA,48.5928829,-1.8322823,a_contacter,2026-08-12
VD Multi-services 35 - Conciergerie & Jardin,,06 51 14 62 10,"Rue du Douet Fourche, 35800 Dinard",Dinard,,https://maps.google.com/?cid=2279334314068527992&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJEdRSIwCBDkgReMtpcnvSoR8,48.621955199999995,-2.0587969,a_contacter,2026-08-12
Ti hermine conciergerie,,06 02 26 54 14,"4 Hent Louzaoueg, 22300 Lannion",Lannion,,https://maps.google.com/?cid=14755897665988823543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJU_z5-iUtEkgR94lHQ796x8w,48.752435,-3.4929949999999996,a_contacter,2026-08-12
CONCIERGERIE des 7 ILES,,06 86 07 31 60,"Zone Artisanale Balaneyer, 1 Rue de Balaneyer, 22700 Saint-Quay-Perros",Perros-Guirec,,https://maps.google.com/?cid=6879773046884947355&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJi5JzALYvEkgRm1XisiLdeV8,48.788636499999996,-3.443589,a_contacter,2026-08-12
Conciergerie MY LOGE Rennes,,02 22 44 09 09,"90 Rue de Fougères, 35700 Rennes",Rennes,,https://maps.google.com/?cid=703125902659080591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJReNMJkXeDkgRj9FefEgBwgk,48.120273499999996,-1.6652148,a_contacter,2026-08-12
Conciergerie Wagram-Kléber et Marceau,,02 99 31 45 80,"6 Sq. Général Koénig, 35000 Rennes",Rennes,,https://maps.google.com/?cid=16980853583453813380&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJB9C_8czfDkgRhPquoF0cqOs,48.105845,-1.6815909999999998,a_contacter,2026-08-12
Conciergerie de la Résidence Emeraude,,06 08 33 03 64,"1 Rue de Brest, 35000 Rennes",Rennes,,https://maps.google.com/?cid=1342990701261289602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJRarrXXlMwSkRgvhUZe1CoxI,48.111891899999996,-1.6878073,a_contacter,2026-08-12
La Conciergerie Blosn’up,,02 99 86 29 00,"1 Pl. de Montenegro, 35200 Rennes",Rennes,,https://maps.google.com/?cid=1723388648157109869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJm1abVwDdDkgRbV5YN9i06hc,48.117266,-1.6777925999999999,a_contacter,2026-08-12
Rovena Conciergerie,,06 98 25 36 43,"9 Rue des Grandes Murailles, 56000 Vannes",Vannes,,https://maps.google.com/?cid=17740378735267141480&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJJ87QKfEfEEgRaNd9mHd8MvY,47.664362499999996,-2.7620769,a_contacter,2026-08-12
La conciergerie de Nathalie,,,"63 Rte de Dinard, 22100 Dinan",Dinan,https://www.la-conciergerie-de-nathalie.com/fr,https://maps.google.com/?cid=16000451186264628470&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,,ChIJobsryqmJDkgR9txHc5QFDd4,48.463121199999996,-2.0454646,a_contacter,2026-08-12
Maison Noroît Conciergerie,,,"53 Rue du Président Robert Schuman Schumann, 35400 Saint-Malo",Saint-Malo,https://maisonnoroitconciergerie.fr/,https://maps.google.com/?cid=7526573050144493542&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJ6bQEpk535KcR5g_kxU_Cc2g,48.6583628,-1.988838,a_contacter,2026-08-12
Plage du Trez,,,29950 Bénodet,Bénodet,,https://maps.google.com/?cid=7003234671907208708&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,86,OPERATIONAL,,ChIJbbMYpfXSEEgRBH66UdR8MGE,47.871106499999996,-4.1043565,a_contacter,2026-08-12
Conciergerie Quiberon,,,"26 Rue de Verdun, 56170 Quiberon",Quiberon,,https://maps.google.com/?cid=2807818450222857163&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,,ChIJESTyYQx1EEgRyztSBwFg9yY,47.4825385,-3.1199515,a_contacter,2026-08-12
Concierge Pontivy,,,"26 Rue Cainain, 56300 Pontivy",Pontivy,,https://maps.google.com/?cid=679720684279664456&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJ8UgwLNTNEUgRSI_5bFzabgk,48.0655527,-2.9651997999999997,a_contacter,2026-08-12
Location Airbnb,,,"2 Rue de la Piperie, 35400 Saint-Malo",Saint-Malo,,https://maps.google.com/?cid=8437857204469254225&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJxQN4BACBDkgRUUjc-WtKGXU,48.653915700000006,-2.0095119,a_contacter,2026-08-12
